bank_transaction_id,bank_operation_date,bank_amount,bank_ref,bank_payment_class,bank_label,customer_transaction_id,customer_accounting_date,customer_amount,customer_document_number,customer_external_doc_number,customer_payment_type,customer_description,score
75243,2025-02-03,-18766.609,10031573354,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 10031573354,9296,2025-02-03,4569.264,BEB24000136,10155417619,CLT EFFET,Validation Effet escompté en Banque,40.588235294117645
75252,2025-02-03,-16746.382,10109478419,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 10109478419,9296,2025-02-03,4569.264,BEB24000136,10155417619,CLT EFFET,Validation Effet escompté en Banque,39.54545454545455
75255,2025-02-03,-40000.0,9958190623,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 9958190623,9297,2025-02-03,48769.492,BEB24000136,10155419462,CLT EFFET,Validation Effet escompté en Banque,38.82352941176471
75256,2025-02-03,52816.922,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,9292,2025-02-03,-85764.228,BVC250000145,10287201764,CLT EFFET,Valider Impayé via escompte,30.0
75267,2025-02-04,-20378.1,10109482396,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 020225 LCN 10109482396,9312,2025-02-05,108680.132,BEB24000122,10396602396,CLT EFFET,Validation Effet escompté en Banque,39.0
75288,2025-02-06,-73123.201,10109480456,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050225 LCN 10109480456,9334,2025-02-07,5746.301,BEB24000137,10155438280,CLT EFFET,Validation Effet escompté en Banque,37.973684210526315
75289,2025-02-07,492734.609,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9324,2025-02-07,15604.527,BEB24000137,10155431393,CLT EFFET,Validation Effet escompté en Banque,30.0
75349,2025-02-17,289213.194,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,9387,2025-02-17,13436.538,BEB24000149,10155451084,CLT EFFET,Validation Effet escompté en Banque,30.0
75406,2025-02-18,-40000.0,9958190526,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150225 LCN 9958190526,9389,2025-02-17,13436.538,BEB24000149,10155450890,CLT EFFET,Validation Effet escompté en Banque,36.5
75437,2025-02-21,-18766.609,10031573548,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200225 LCN 10031573548,9421,2025-02-24,17787.557,BEB24000131,10155438377,CLT EFFET,Validation Effet escompté en Banque,36.55263157894737
75438,2025-02-24,106722.93,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9416,2025-02-24,9956.272,BEB24000131,10155450405,CLT EFFET,Validation Effet escompté en Banque,30.0
75478,2025-02-27,26832.161,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9453,2025-02-27,3771.0,BEB24000179,10328123694,CLT EFFET,Validation Effet escompté en Banque,30.0
75515,2025-03-03,-53293.471,10180016819,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10180016819,9469,2025-03-03,-28750.0,BVC250000407,10155319843,CLT EFFET,Valider Impayé via escompte,38.0
75534,2025-03-03,-40000.0,9958190429,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 9958190429,9469,2025-03-03,-28750.0,BVC250000407,10155319843,CLT EFFET,Valider Impayé via escompte,37.05882352941176
75537,2025-03-03,-39986.598,10109499371,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10109499371,9469,2025-03-03,-28750.0,BVC250000407,10155319843,CLT EFFET,Valider Impayé via escompte,39.0
75543,2025-03-03,-70134.838,9387094684,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 9387094684,9469,2025-03-03,-28750.0,BVC250000407,10155319843,CLT EFFET,Valider Impayé via escompte,37.5
75549,2025-03-03,-17586.235,9914949963,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 9914949963,9469,2025-03-03,-28750.0,BVC250000407,10155319843,CLT EFFET,Valider Impayé via escompte,38.0
75582,2025-03-04,-18663.168,10155406561,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 030325 LCN 10155406561,9498,2025-03-04,5683.163,BEB24000156,10155426640,CLT EFFET,Validation Effet escompté en Banque,42.0
75585,2025-03-04,-26045.276,9914947150,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 020325 LCN 9914947150,9492,2025-03-04,12595.121,BEB24000156,10155443033,CLT EFFET,Validation Effet escompté en Banque,36.42857142857143
75594,2025-03-05,155194.191,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,9509,2025-03-05,17341.261,BEB24000157,10155452345,CLT EFFET,Validation Effet escompté en Banque,30.0
75613,2025-03-07,95630.963,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,9328,2025-02-07,95630.963,BEB24000137,10155430035,CLT EFFET,Validation Effet escompté en Banque,55.00000000000001
75624,2025-03-10,161448.184,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9539,2025-03-10,-28750.0,BVC250000409,10155323044,CLT EFFET,Valider Impayé via escompte,30.0
75638,2025-03-11,-18766.609,10031573742,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100325 LCN 10031573742,9540,2025-03-11,-33100.0,BVC250000427,10155346421,CLT EFFET,Valider Impayé via escompte,40.0
75687,2025-03-18,-39986.598,10109499468,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150325 LCN 10109499468,9586,2025-03-18,-33100.0,BVC250000428,10155346518,CLT EFFET,Valider Impayé via escompte,38.18181818181818
75696,2025-03-18,-40000.0,9958190332,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150325 LCN 9958190332,9594,2025-03-19,7654.114,BEB24000173,9914952873,CLT EFFET,Validation Effet escompté en Banque,37.32352941176471
75723,2025-03-19,266727.687,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,37.5
75739,2025-03-24,-7600.0,9914955395,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 210325 LCN 9914955395,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,45.0
75753,2025-03-26,-74122.588,10155432848,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150325 LCN 10155432848,9625,2025-03-26,47369.214,BEB24000184,10155448659,CLT EFFET,Validation Effet escompté en Banque,42.63157894736842
75756,2025-03-26,-64400.57,10333769191,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 250325 LCN 10333769191,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,42.0
75757,2025-03-26,205631.864,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,42.0
75768,2025-03-28,61734.653,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,37.5
75789,2025-04-02,-7600.0,9914955492,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280325 LCN 9914955492,9666,2025-04-03,17563.0,BEB24000193,9914965095,CLT EFFET,Validation Effet escompté en Banque,40.85294117647059
75844,2025-04-03,-39986.598,9914955880,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310325 LCN 9914955880,9666,2025-04-03,17563.0,BEB24000193,9914965095,CLT EFFET,Validation Effet escompté en Banque,42.35294117647059
75850,2025-04-03,-40000.0,9958190138,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310325 LCN 9958190138,9663,2025-04-03,15563.0,BEB24000193,9914964901,CLT EFFET,Validation Effet escompté en Banque,40.0
75857,2025-04-03,369567.861,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9674,2025-04-03,-33100.0,BVC250000429,10155346809,CLT EFFET,Valider Impayé via escompte,30.0
75869,2025-04-07,-6579.944,10109474927,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 040425 LCN 10109474927,9685,2025-04-07,24818.361,BEB24000205,9914971982,CLT EFFET,Validation Effet escompté en Banque,38.82352941176471
75884,2025-04-10,477220.288,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,9700,2025-04-10,7800.715,BEB24000206,9914969945,CLT EFFET,Validation Effet escompté en Banque,30.0
75936,2025-04-16,7000.0,,CLT EFFET,PAYEMENT EFFET/ENCAISSEMENT LCN 010309251665,9132,2025-01-13,7000.0,BEB24000096,10309251665,CLT EFFET,Validation Effet escompté en Banque,55.00000000000001
75940,2025-04-16,-39986.598,9914955977,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150425 LCN 9914955977,9759,2025-04-14,4500.0,BEB24000207,10309291435,CLT EFFET,Validation Effet escompté en Banque,35.82352941176471
75946,2025-04-16,-29415.804,9914984883,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150425 LCN 9914984883,9759,2025-04-14,4500.0,BEB24000207,10309291435,CLT EFFET,Validation Effet escompté en Banque,35.82352941176471
75958,2025-04-21,248008.293,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9789,2025-04-21,35283.235,BEB24000211,10155440802,CLT EFFET,Validation Effet escompté en Banque,30.0
75982,2025-04-22,-37236.892,10109472502,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200425 LCN 10109472502,9780,2025-04-21,16857.185,BEB24000210,10109423129,CLT EFFET,Validation Effet escompté en Banque,40.16666666666667
75988,2025-04-22,-14157.942,10031588874,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200425 LCN 10031588874,9780,2025-04-21,16857.185,BEB24000210,10109423129,CLT EFFET,Validation Effet escompté en Banque,37.875
75994,2025-04-25,113710.578,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9803,2025-04-25,13835.042,BEB24000215,10396924145,CLT EFFET,Validation Effet escompté en Banque,30.0
76031,2025-04-29,-9177.221,10109466779,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 260425 LCN 10109466779,9823,2025-04-29,8329.758,BEB24000218,101245365,CLT EFFET,Validation Effet escompté en Banque,39.375
76033,2025-04-30,95847.659,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9847,2025-04-30,1070.0,BEB24000221,10396929771,CLT EFFET,Validation Effet escompté en Banque,30.0
76042,2025-05-02,346674.32,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9873,2025-05-02,42523.187,EES250000201,10396979629,CLT EFFET,Validation Effet encaissé en Banque,30.0
76056,2025-05-02,-39986.6,9914956074,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300425 LCN 9914956074,9878,2025-05-02,34112.587,EES250000201,10396977107,CLT EFFET,Validation Effet encaissé en Banque,38.333333333333336
76059,2025-05-02,-29415.804,9914985465,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300425 LCN 9914985465,9873,2025-05-02,42523.187,EES250000201,10396979629,CLT EFFET,Validation Effet encaissé en Banque,36.666666666666664
76186,2025-05-13,-12205.88,10109489186,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100525 LCN 10109489186,9944,2025-05-12,16000.0,BEB24000237,10109422935,CLT EFFET,Validation Effet escompté en Banque,39.55263157894737
76205,2025-05-16,-23321.627,10109486761,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150525 LCN 10109486761,9964,2025-05-13,5000.0,BEB24000242,10396974197,CLT EFFET,Validation Effet escompté en Banque,34.5
76208,2025-05-16,-29415.804,9914982458,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150525 LCN 9914982458,9967,2025-05-13,17142.858,BEB24000242,10396994955,CLT EFFET,Validation Effet escompté en Banque,34.875
76216,2025-05-21,776.523,,CLT EFFET,ANNULATION REMISE EFFET DU 24 03 2025,9964,2025-05-13,5000.0,BEB24000242,10396974197,CLT EFFET,Validation Effet escompté en Banque,18.0
76226,2025-05-21,-12205.88,10109489089,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200525 LCN 10109489089,9965,2025-05-13,5763.632,BEB24000242,10396981278,CLT EFFET,Validation Effet escompté en Banque,26.333333333333336
76302,2025-06-02,-29415.803,9914982555,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300525 LCN 9914982555,10042,2025-06-05,14000.0,BEB24000264,10394858530,CLT EFFET,Validation Effet escompté en Banque,33.833333333333336
76303,2025-06-02,7000.0,,CLT EFFET,PAYEMENT EFFET/ENCAISSEMENT LCN 010309251859,9132,2025-01-13,7000.0,BEB24000096,10309251665,CLT EFFET,Validation Effet escompté en Banque,55.00000000000001
76421,2025-06-10,90706.947,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,10064,2025-06-10,23259.546,BEB24000293,10396670975,CLT EFFET,Validation Effet escompté en Banque,30.0
76422,2025-06-10,95242.61,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,10064,2025-06-10,23259.546,BEB24000293,10396670975,CLT EFFET,Validation Effet escompté en Banque,30.0
76432,2025-06-11,-12205.88,10109490835,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100625 LCN 10109490835,10092,2025-06-12,72769.272,BEB24000271,10816990502,CLT EFFET,Validation Effet escompté en Banque,39.0
76433,2025-06-12,126417.118,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,10078,2025-06-12,8318.558,BEB24000270,10396664670,CLT EFFET,Validation Effet escompté en Banque,30.0
76454,2025-06-17,-4206.906,9866431727,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150625 LCN 9866431727,10084,2025-06-12,15877.416,BEB24000270,10396672715,CLT EFFET,Validation Effet escompté en Banque,32.5
76471,2025-06-23,34493.718,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,10070,2025-06-10,34493.718,BEB24000297,10601127187,CLT EFFET,Validation Effet escompté en Banque,55.00000000000001
76523,2025-06-27,-47369.208,10155448659,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 250625 LCN 10155448659,10132,2025-06-27,11937.8,BEB24000296,10816986525,CLT EFFET,Validation Effet escompté en Banque,39.375
76532,2025-06-30,60816.411,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,10146,2025-06-30,10909.574,BEB24000294,10815201725,CLT EFFET,Validation Effet escompté en Banque,30.0
76533,2025-06-30,273631.428,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,10146,2025-06-30,10909.574,BEB24000294,10815201725,CLT EFFET,Validation Effet escompté en Banque,30.0
74946,2025-01-02,-47624.268,10205072792,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 311224 LCN 10205072792,9119,2025-01-06,12781.486,BEB24000085,10242095073,CLT EFFET,Validation Effet escompté en Banque,34.16666666666667
74962,2025-01-03,-13733.453,10109469980,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 020125 LCN 10109469980,9113,2025-01-06,12647.864,BEB24000085,10109499662,CLT EFFET,Validation Effet escompté en Banque,38.13157894736842
75019,2025-01-15,43248.105,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9157,2025-01-15,19585.061,BEB24000129,10155408889,CLT EFFET,Validation Effet escompté en Banque,30.0
75059,2025-01-20,189083.936,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9204,2025-01-20,4380.0,BEB24000127,10155334393,CLT EFFET,Validation Effet escompté en Banque,30.0
75240,2025-02-03,-39986.598,10109499177,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 10109499177,9296,2025-02-03,4569.264,BEB24000136,10155417619,CLT EFFET,Validation Effet escompté en Banque,39.473684210526315
75246,2025-02-03,-16478.3,10109481620,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 10109481620,9297,2025-02-03,48769.492,BEB24000136,10155419462,CLT EFFET,Validation Effet escompté en Banque,40.0
75257,2025-02-03,156262.211,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9292,2025-02-03,-85764.228,BVC250000145,10287201764,CLT EFFET,Valider Impayé via escompte,30.0
75271,2025-02-05,302453.828,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9317,2025-02-05,26408.461,BEB24000133,10155428968,CLT EFFET,Validation Effet escompté en Banque,30.0
75310,2025-02-11,194876.096,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9346,2025-02-11,6230.907,BEB24000150,10155430908,CLT EFFET,Validation Effet escompté en Banque,30.0
75321,2025-02-11,-37236.892,10109479777,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100225 LCN 10109479777,9350,2025-02-11,30773.442,BEB24000150,10155437795,CLT EFFET,Validation Effet escompté en Banque,39.473684210526315
75327,2025-02-11,-18766.609,10031573451,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100225 LCN 10031573451,9347,2025-02-11,19761.698,BEB24000150,10155441869,CLT EFFET,Validation Effet escompté en Banque,39.473684210526315
75339,2025-02-14,205232.816,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9361,2025-02-14,69950.081,BEB24000118,1014459687,CLT EFFET,Validation Effet escompté en Banque,30.0
75400,2025-02-18,-39986.598,10109499274,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150225 LCN 10109499274,9388,2025-02-17,13436.538,BEB24000149,10155450987,CLT EFFET,Validation Effet escompté en Banque,37.875
75443,2025-02-25,255965.471,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9441,2025-02-25,-28750.0,BVC250000355,10155322850,CLT EFFET,Valider Impayé via escompte,30.0
75512,2025-03-03,-34688.227,10109481232,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10109481232,9469,2025-03-03,-28750.0,BVC250000407,10155319843,CLT EFFET,Valider Impayé via escompte,38.82352941176471
75546,2025-03-03,-18766.609,10031573645,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10031573645,9470,2025-03-03,-33100.0,BVC250000426,10155346906,CLT EFFET,Valider Impayé via escompte,40.0
75579,2025-03-04,194283.813,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9492,2025-03-04,12595.121,BEB24000156,10155443033,CLT EFFET,Validation Effet escompté en Banque,30.0
75612,2025-03-07,195891.385,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,9517,2025-03-07,37129.773,BEB24000182,10155440705,CLT EFFET,Validation Effet escompté en Banque,30.0
75856,2025-04-03,-17839.255,10205073956,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310325 LCN 10205073956,9670,2025-04-03,46369.331,BEB24000193,10396627713,CLT EFFET,Validation Effet escompté en Banque,39.375
75862,2025-04-07,375074.704,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9683,2025-04-07,64522.047,BEB24000205,9914964222,CLT EFFET,Validation Effet escompté en Banque,30.0
75919,2025-04-14,287701.447,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,9749,2025-04-14,23630.481,BEB24000207,10155456128,CLT EFFET,Validation Effet escompté en Banque,30.0
76028,2025-04-29,96430.019,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,9823,2025-04-29,8329.758,BEB24000218,101245365,CLT EFFET,Validation Effet escompté en Banque,30.0
76110,2025-05-05,469248.619,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9897,2025-05-05,58321.1,BEB24000223,10396931420,CLT EFFET,Validation Effet escompté en Banque,30.0
76171,2025-05-12,489777.876,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9920,2025-05-12,37882.894,BEB24000236,10396987583,CLT EFFET,Validation Effet escompté en Banque,30.0
76172,2025-05-13,50049.342,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,9964,2025-05-13,5000.0,BEB24000242,10396974197,CLT EFFET,Validation Effet escompté en Banque,30.0
76352,2025-06-05,791295.752,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,10025,2025-06-05,20000.0,BEB24000264,10396676989,CLT EFFET,Validation Effet escompté en Banque,30.0
76434,2025-06-12,125108.304,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,10078,2025-06-12,8318.558,BEB24000270,10396664670,CLT EFFET,Validation Effet escompté en Banque,30.0
76478,2025-06-23,-12205.88,10109490932,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200625 LCN 10109490932,10132,2025-06-27,11937.8,BEB24000296,10816986525,CLT EFFET,Validation Effet escompté en Banque,30.0
