bank_transaction_id,bank_operation_date,bank_amount,bank_ref,bank_payment_class,bank_label,customer_transaction_id,customer_accounting_date,customer_amount,customer_document_number,customer_external_doc_number,customer_payment_type,customer_description,score
75693,2025-03-18,-33100.0,10155346518,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 170325 LCN 10155346518,9586,2025-03-18,-33100.0,BVC250000428,10155346518,CLT EFFET,Valider Impayé via escompte,100.0
75736,2025-03-24,-7000.0,10309251762,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200325 LCN 10309251762,9132,2025-01-13,7000.0,BEB24000096,10309251665,CLT EFFET,Validation Effet escompté en Banque,70.0
75740,2025-03-24,18719.325,,CLT EFFET,PAYEMENT EFFET/ENCAISSEMENT LCN 010109449707,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,100.0
75847,2025-04-03,-33100.0,10155346712,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310325 LCN 10155346712,9674,2025-04-03,-33100.0,BVC250000429,10155346809,CLT EFFET,Valider Impayé via escompte,100.0
75853,2025-04-03,-10000.0,10287817866,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300325 LCN 10287817866,9679,2025-04-03,-10000.0,BVC250000571,10287817866,CLT EFFET,Valider Impayé via escompte,100.0
75876,2025-04-08,-37882.894,10601126508,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 210325 LCN 10601126508,9433,2025-02-25,37882.894,BEB24000151,10601126508,CLT EFFET,Validation Effet escompté en Banque,70.0
75879,2025-04-08,-69895.08,10155432945,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050425 LCN 10155432945,9374,2025-02-17,69895.08,BEB24000120,10155432945,CLT EFFET,Validation Effet escompté en Banque,70.0
75894,2025-04-11,-87672.201,10155409180,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100425 LCN 10155409180,9131,2025-01-13,87672.201,BEB24000096,10155409180,CLT EFFET,Validation Effet escompté en Banque,70.0
75957,2025-04-21,35283.235,,CLT EFFET,PAYEMENT EFFET/ENCAISSEMENT LCN 010155440802,9789,2025-04-21,35283.235,BEB24000211,10155440802,CLT EFFET,Validation Effet escompté en Banque,85.0
75985,2025-04-22,-7000.0,10309251859,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200425 LCN 10309251859,9862,2025-04-30,7000.0,BEB24000221,10396930935,CLT EFFET,Validation Effet escompté en Banque,83.0
76009,2025-04-28,-23283.343,10287818060,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 250425 LCN 10287818060,9814,2025-04-28,-23283.343,BVC250000573,10287818060,CLT EFFET,Valider Impayé via escompte,100.0
76011,2025-04-28,11308.708,009914970721,CLT EFFET,PAYEMENT EFFET/ENCAISSEMENT LCN 009914970721,9812,2025-04-28,11308.708,BEB24000214,9914970721,CLT EFFET,Validation Effet escompté en Banque,100.0
76053,2025-05-02,-27927.656,10155432557,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300425 LCN 10155432557,9599,2025-03-19,27927.656,BEB24000173,10155432557,CLT EFFET,Validation Effet escompté en Banque,70.0
76121,2025-05-05,-18944.856,10396945388,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 020525 LCN 10396945388,9597,2025-03-19,18944.856,BEB24000173,10396945388,CLT EFFET,Validation Effet escompté en Banque,70.0
76183,2025-05-13,-3500.0,10309291144,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 120525 LCN 10309291144,9762,2025-04-14,3500.0,BEB24000207,10309291241,CLT EFFET,Validation Effet escompté en Banque,70.0
76212,2025-05-19,-18719.325,10109450095,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 160525 LCN 10109450095,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,70.0
76223,2025-05-21,-3500.0,10309291241,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200525 LCN 10309291241,9762,2025-04-14,3500.0,BEB24000207,10309291241,CLT EFFET,Validation Effet escompté en Banque,70.0
76235,2025-05-22,-42523.187,10396979629,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150525 LCN 10396979629,9873,2025-05-02,42523.187,EES250000201,10396979629,CLT EFFET,Validation Effet encaissé en Banque,70.0
76254,2025-05-23,-47043.38,10203887355,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 220525 LCN 10203887355,9139,2025-01-13,47043.38,BEB24000096,10203881244,CLT EFFET,Validation Effet escompté en Banque,70.0
76403,2025-06-09,-84320.153,10155448756,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050625 LCN 10155448756,9600,2025-03-19,84320.153,BEB24000173,10155448756,CLT EFFET,Validation Effet escompté en Banque,70.0
76409,2025-06-09,-39053.083,10155431005,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050625 LCN 10155431005,9377,2025-02-17,39053.083,BEB24000120,10155431005,CLT EFFET,Validation Effet escompté en Banque,70.0
76412,2025-06-10,-42205.414,10155451181,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 070625 LCN 10155451181,9434,2025-02-25,42205.414,BEB24000151,10155451181,CLT EFFET,Validation Effet escompté en Banque,70.0
76429,2025-06-11,-64077.344,10155433139,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 100625 LCN 10155433139,9496,2025-03-04,64077.344,BEB24000156,10155433139,CLT EFFET,Validation Effet escompté en Banque,70.0
76451,2025-06-17,-9956.272,10155450211,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150625 LCN 10155450211,9416,2025-02-24,9956.272,BEB24000131,10155450405,CLT EFFET,Validation Effet escompté en Banque,70.0
76486,2025-06-24,-47043.38,10203887258,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 220625 LCN 10203887258,9139,2025-01-13,47043.38,BEB24000096,10203881244,CLT EFFET,Validation Effet escompté en Banque,70.0
75101,2025-01-21,-28750.0,10155321395,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200125 LCN 10155321395,9218,2025-01-21,-28750.0,BVC250000205,10155321395,CLT EFFET,Valider Impayé via escompte,100.0
75192,2025-01-28,-19564.669,10287816411,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 270125 LCN 10287816411,9270,2025-01-28,-19564.669,BVC250000114,10287816411,CLT EFFET,Valider Impayé via escompte,100.0
75403,2025-02-18,-18719.325,10109449707,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 160225 LCN 10109449707,9620,2025-03-24,18719.325,BEB24000204,1,CLT EFFET,Validation Effet escompté en Banque,70.0
75552,2025-03-03,-33100.0,10155346906,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10155346906,9470,2025-03-03,-33100.0,BVC250000426,10155346906,CLT EFFET,Valider Impayé via escompte,100.0
75631,2025-03-10,-28750.0,10155323044,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 070325 LCN 10155323044,9539,2025-03-10,-28750.0,BVC250000409,10155323044,CLT EFFET,Valider Impayé via escompte,100.0
75746,2025-03-25,-33100.0,10155346809,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 240325 LCN 10155346809,9619,2025-03-24,-33100.0,BVC250000430,10155346712,CLT EFFET,Valider Impayé via escompte,98.5
75764,2025-03-27,-74122.59,10155432654,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200225 LCN 10155432654,9376,2025-02-17,74122.59,BEB24000120,10155432654,CLT EFFET,Validation Effet escompté en Banque,70.0
75882,2025-04-08,-16086.758,10396906394,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 070425 LCN 10396906394,9698,2025-04-08,-16086.758,BVC250000572,10396906394,CLT EFFET,Valider Impayé via escompte,100.0
75943,2025-04-16,-70134.839,10155433042,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150425 LCN 10155433042,9375,2025-02-17,70134.839,BEB24000120,10155433042,CLT EFFET,Validation Effet escompté en Banque,70.0
75973,2025-04-21,-5999.133,10155412284,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 180425 LCN 10155412284,9253,2025-01-27,5999.133,BEB24000130,10155412381,CLT EFFET,Validation Effet escompté en Banque,70.0
76125,2025-05-06,-66820.024,10155440414,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050525 LCN 10155440414,9335,2025-02-07,66820.024,BEB24000137,10155440414,CLT EFFET,Validation Effet escompté en Banque,70.0
76200,2025-05-16,-9956.272,10155450017,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150525 LCN 10155450017,9416,2025-02-24,9956.272,BEB24000131,10155450405,CLT EFFET,Validation Effet escompté en Banque,70.0
76220,2025-05-21,-7000.0,10309251956,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200525 LCN 10309251956,9132,2025-01-13,7000.0,BEB24000096,10309251665,CLT EFFET,Validation Effet escompté en Banque,70.0
76400,2025-06-09,-105971.955,10396946067,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050625 LCN 10396946067,9510,2025-03-05,105971.955,BEB24000157,10396946067,CLT EFFET,Validation Effet escompté en Banque,70.0
76406,2025-06-09,-4500.0,10309291435,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 050625 LCN 10309291435,9759,2025-04-14,4500.0,BEB24000207,10309291435,CLT EFFET,Validation Effet escompté en Banque,70.0
76447,2025-06-16,-4500.0,10309291532,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 130625 LCN 10309291532,9759,2025-04-14,4500.0,BEB24000207,10309291435,CLT EFFET,Validation Effet escompté en Banque,70.0
76504,2025-06-27,11937.8,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,10132,2025-06-27,11937.8,BEB24000296,10816986525,CLT EFFET,Validation Effet escompté en Banque,85.0
